Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
635,0.0037,11.5208,0.11254,8.135,8.866,9.322,9.573,9.973,10.252,10.679,11.521,12.429,12.946,13.308,13.863,14.235,14.967,16.309
636,0.0035,11.5274,0.11256,8.139,8.871,9.327,9.579,9.979,10.258,10.685,11.527,12.437,12.953,13.316,13.871,14.244,14.976,16.319
637,0.0033,11.5341,0.11258,8.143,8.875,9.332,9.584,9.984,10.264,10.691,11.534,12.444,12.961,13.324,13.88,14.253,14.986,16.33
638,0.0031,11.5407,0.11259,8.148,8.88,9.338,9.589,9.99,10.269,10.697,11.541,12.451,12.969,13.332,13.888,14.262,14.995,16.34
639,0.0029,11.5474,0.11261,8.152,8.885,9.343,9.594,9.995,10.275,10.703,11.547,12.459,12.977,13.34,13.897,14.27,15.004,16.351
640,0.0027,11.554,0.11263,8.157,8.89,9.348,9.6,10.001,10.281,10.709,11.554,12.466,12.984,13.348,13.905,14.279,15.014,16.361
641,0.0025,11.5606,0.11265,8.161,8.895,9.353,9.605,10.006,10.286,10.715,11.561,12.473,12.992,13.356,13.913,14.288,15.023,16.372
642,0.0024,11.5673,0.11266,8.165,8.9,9.358,9.61,10.012,10.292,10.721,11.567,12.48,13,13.364,13.922,14.297,15.032,16.382
643,0.0022,11.5739,0.11268,8.17,8.904,9.363,9.615,10.017,10.298,10.727,11.574,12.488,13.007,13.372,13.93,14.305,15.041,16.393
644,0.002,11.5806,0.1127,8.174,8.909,9.368,9.621,10.023,10.304,10.733,11.581,12.495,13.015,13.38,13.939,14.314,15.051,16.403
645,0.0018,11.5872,0.11271,8.178,8.914,9.373,9.626,10.029,10.31,10.739,11.587,12.502,13.023,13.388,13.947,14.323,15.06,16.413
646,0.0016,11.5938,0.11273,8.183,8.919,9.378,9.631,10.034,10.315,10.745,11.594,12.51,13.031,13.396,13.955,14.331,15.069,16.424
647,0.0014,11.6005,0.11275,8.187,8.924,9.384,9.637,10.04,10.321,10.751,11.601,12.517,13.038,13.404,13.964,14.34,15.079,16.435
648,0.0012,11.6071,0.11276,8.191,8.929,9.389,9.642,10.045,10.327,10.757,11.607,12.524,13.046,13.411,13.972,14.349,15.088,16.445
649,0.001,11.6137,0.11278,8.196,8.933,9.394,9.647,10.051,10.332,10.763,11.614,12.532,13.054,13.419,13.981,14.358,15.097,16.455
650,0.0008,11.6204,0.1128,8.2,8.938,9.399,9.652,10.056,10.338,10.769,11.62,12.539,13.061,13.428,13.989,14.366,15.107,16.466
651,0.0007,11.627,0.11282,8.204,8.943,9.404,9.658,10.062,10.344,10.775,11.627,12.546,13.069,13.436,13.998,14.375,15.116,16.476
652,0.0005,11.6336,0.11283,8.209,8.948,9.409,9.663,10.067,10.35,10.781,11.634,12.553,13.077,13.443,14.006,14.384,15.125,16.486
653,0.0003,11.6403,0.11285,8.213,8.953,9.414,9.668,10.073,10.355,10.787,11.64,12.561,13.085,13.452,14.014,14.393,15.135,16.497
654,0.0001,11.6469,0.11287,8.217,8.957,9.419,9.673,10.078,10.361,10.793,11.647,12.568,13.092,13.46,14.023,14.401,15.144,16.508
655,-0.0001,11.6535,0.11289,8.222,8.962,9.424,9.679,10.084,10.367,10.799,11.654,12.575,13.1,13.468,14.031,14.41,15.153,16.518
656,-0.0003,11.6601,0.1129,8.226,8.967,9.429,9.684,10.089,10.373,10.805,11.66,12.583,13.108,13.475,14.04,14.419,15.163,16.528
657,-0.0005,11.6668,0.11292,8.23,8.972,9.435,9.689,10.095,10.378,10.811,11.667,12.59,13.115,13.483,14.048,14.428,15.172,16.539
658,-0.0006,11.6734,0.11294,8.235,8.976,9.44,9.694,10.1,10.384,10.817,11.673,12.597,13.123,13.491,14.057,14.436,15.181,16.55
659,-0.0008,11.68,0.11296,8.239,8.981,9.445,9.7,10.106,10.39,10.823,11.68,12.605,13.131,13.499,14.065,14.445,15.191,16.56
660,-0.001,11.6866,0.11297,8.243,8.986,9.45,9.705,10.112,10.395,10.829,11.687,12.612,13.138,13.507,14.073,14.454,15.2,16.57
661,-0.0012,11.6933,0.11299,8.248,8.991,9.455,9.71,10.117,10.401,10.835,11.693,12.619,13.146,13.515,14.082,14.462,15.209,16.581
662,-0.0014,11.6999,0.11301,8.252,8.996,9.46,9.715,10.123,10.407,10.841,11.7,12.627,13.154,13.523,14.09,14.471,15.219,16.592
663,-0.0016,11.7065,0.11303,8.256,9,9.465,9.721,10.128,10.413,10.847,11.707,12.634,13.162,13.531,14.099,14.48,15.228,16.602
664,-0.0018,11.7131,0.11304,8.261,9.005,9.47,9.726,10.134,10.418,10.853,11.713,12.641,13.169,13.539,14.107,14.488,15.237,16.612
665,-0.0019,11.7198,0.11306,8.265,9.01,9.475,9.731,10.139,10.424,10.859,11.72,12.649,13.177,13.547,14.116,14.497,15.247,16.623
666,-0.0021,11.7264,0.11308,8.269,9.015,9.48,9.736,10.145,10.43,10.865,11.726,12.656,13.185,13.555,14.124,14.506,15.256,16.633
667,-0.0023,11.733,0.1131,8.273,9.019,9.485,9.742,10.15,10.435,10.871,11.733,12.663,13.192,13.563,14.133,14.515,15.265,16.644
668,-0.0025,11.7396,0.11311,8.278,9.024,9.49,9.747,10.156,10.441,10.877,11.74,12.67,13.2,13.571,14.141,14.523,15.275,16.654
669,-0.0027,11.7462,0.11313,8.282,9.029,9.495,9.752,10.161,10.447,10.883,11.746,12.678,13.208,13.579,14.149,14.532,15.284,16.665
670,-0.0029,11.7528,0.11315,8.286,9.034,9.501,9.757,10.167,10.452,10.889,11.753,12.685,13.215,13.587,14.158,14.541,15.293,16.675
671,-0.003,11.7595,0.11317,8.291,9.038,9.506,9.763,10.172,10.458,10.895,11.76,12.692,13.223,13.595,14.166,14.55,15.303,16.686
672,-0.0032,11.7661,0.11318,8.295,9.043,9.511,9.768,10.178,10.464,10.901,11.766,12.7,13.231,13.603,14.174,14.558,15.312,16.696
673,-0.0034,11.7727,0.1132,8.299,9.048,9.516,9.773,10.183,10.47,10.907,11.773,12.707,13.239,13.611,14.183,14.567,15.321,16.707
674,-0.0036,11.7793,0.11322,8.304,9.053,9.521,9.778,10.189,10.475,10.913,11.779,12.714,13.246,13.619,14.191,14.576,15.331,16.717
675,-0.0038,11.7859,0.11324,8.308,9.058,9.526,9.784,10.194,10.481,10.919,11.786,12.722,13.254,13.627,14.2,14.585,15.34,16.728
676,-0.004,11.7925,0.11326,8.312,9.062,9.531,9.789,10.2,10.487,10.925,11.793,12.729,13.262,13.635,14.208,14.593,15.35,16.738
677,-0.0041,11.7991,0.11327,8.317,9.067,9.536,9.794,10.205,10.492,10.931,11.799,12.736,13.269,13.643,14.217,14.602,15.359,16.748
678,-0.0043,11.8057,0.11329,8.321,9.072,9.541,9.799,10.211,10.498,10.937,11.806,12.743,13.277,13.651,14.225,14.611,15.368,16.759
679,-0.0045,11.8124,0.11331,8.325,9.077,9.546,9.805,10.216,10.504,10.943,11.812,12.751,13.285,13.659,14.234,14.62,15.377,16.77
680,-0.0047,11.819,0.11333,8.329,9.081,9.551,9.81,10.222,10.51,10.949,11.819,12.758,13.292,13.667,14.242,14.628,15.387,16.78
681,-0.0049,11.8256,0.11335,8.334,9.086,9.556,9.815,10.227,10.515,10.955,11.826,12.765,13.3,13.675,14.251,14.637,15.396,16.791
682,-0.0051,11.8322,0.11336,8.338,9.091,9.561,9.82,10.233,10.521,10.961,11.832,12.773,13.308,13.683,14.259,14.646,15.405,16.801
683,-0.0052,11.8388,0.11338,8.342,9.096,9.566,9.825,10.238,10.527,10.967,11.839,12.78,13.316,13.691,14.267,14.654,15.415,16.812
684,-0.0054,11.8454,0.1134,8.346,9.1,9.571,9.831,10.244,10.532,10.973,11.845,12.787,13.323,13.699,14.276,14.663,15.424,16.822
685,-0.0056,11.852,0.11342,8.351,9.105,9.576,9.836,10.249,10.538,10.979,11.852,12.794,13.331,13.707,14.284,14.672,15.434,16.833
686,-0.0058,11.8586,0.11344,8.355,9.11,9.581,9.841,10.255,10.544,10.985,11.859,12.802,13.339,13.715,14.293,14.681,15.443,16.844
687,-0.006,11.8652,0.11345,8.359,9.115,9.587,9.846,10.26,10.549,10.991,11.865,12.809,13.346,13.723,14.301,14.689,15.452,16.854
688,-0.0061,11.8718,0.11347,8.364,9.119,9.592,9.852,10.266,10.555,10.997,11.872,12.816,13.354,13.731,14.309,14.698,15.461,16.864
689,-0.0063,11.8784,0.11349,8.368,9.124,9.597,9.857,10.271,10.561,11.003,11.878,12.824,13.362,13.739,14.318,14.707,15.471,16.875
690,-0.0065,11.885,0.11351,8.372,9.129,9.602,9.862,10.277,10.566,11.009,11.885,12.831,13.369,13.747,14.326,14.716,15.48,16.885
691,-0.0067,11.8916,0.11353,8.376,9.134,9.607,9.867,10.282,10.572,11.015,11.892,12.838,13.377,13.755,14.335,14.724,15.49,16.896
692,-0.0069,11.8982,0.11354,8.381,9.138,9.612,9.872,10.288,10.578,11.021,11.898,12.845,13.385,13.763,14.343,14.733,15.499,16.906
693,-0.007,11.9048,0.11356,8.385,9.143,9.617,9.878,10.293,10.583,11.027,11.905,12.853,13.392,13.771,14.351,14.742,15.508,16.917
694,-0.0072,11.9114,0.11358,8.389,9.148,9.622,9.883,10.299,10.589,11.033,11.911,12.86,13.4,13.779,14.36,14.751,15.518,16.927
695,-0.0074,11.918,0.1136,8.393,9.153,9.627,9.888,10.304,10.595,11.039,11.918,12.867,13.408,13.787,14.368,14.759,15.527,16.938
696,-0.0076,11.9246,0.11362,8.398,9.157,9.632,9.893,10.31,10.6,11.045,11.925,12.875,13.416,13.795,14.377,14.768,15.536,16.949
697,-0.0078,11.9312,0.11364,8.402,9.162,9.637,9.898,10.315,10.606,11.051,11.931,12.882,13.423,13.803,14.385,14.777,15.546,16.959
698,-0.0079,11.9378,0.11365,8.406,9.167,9.642,9.904,10.321,10.612,11.057,11.938,12.889,13.431,13.811,14.394,14.785,15.555,16.969
699,-0.0081,11.9444,0.11367,8.411,9.172,9.647,9.909,10.326,10.618,11.063,11.944,12.896,13.439,13.819,14.402,14.794,15.564,16.98
700,-0.0083,11.951,0.11369,8.415,9.176,9.652,9.914,10.332,10.623,11.069,11.951,12.904,13.446,13.827,14.411,14.803,15.574,16.991
701,-0.0085,11.9576,0.11371,8.419,9.181,9.657,9.919,10.337,10.629,11.075,11.958,12.911,13.454,13.835,14.419,14.812,15.583,17.001
702,-0.0087,11.9642,0.11373,8.423,9.186,9.662,9.924,10.342,10.635,11.081,11.964,12.918,13.462,13.843,14.428,14.821,15.593,17.012
703,-0.0088,11.9707,0.11375,8.427,9.19,9.667,9.93,10.348,10.64,11.087,11.971,12.926,13.469,13.851,14.436,14.829,15.602,17.022
704,-0.009,11.9773,0.11376,8.432,9.195,9.672,9.935,10.353,10.646,11.093,11.977,12.933,13.477,13.858,14.444,14.838,15.611,17.032
705,-0.0092,11.9839,0.11378,8.436,9.2,9.677,9.94,10.359,10.652,11.099,11.984,12.94,13.485,13.867,14.453,14.847,15.62,17.043
706,-0.0094,11.9905,0.1138,8.44,9.205,9.682,9.945,10.364,10.657,11.105,11.991,12.947,13.492,13.875,14.461,14.855,15.63,17.054
707,-0.0095,11.9971,0.11382,8.445,9.209,9.687,9.95,10.37,10.663,11.111,11.997,12.955,13.5,13.883,14.47,14.864,15.639,17.064
708,-0.0097,12.0037,0.11384,8.449,9.214,9.692,9.956,10.375,10.668,11.117,12.004,12.962,13.508,13.891,14.478,14.873,15.649,17.075
709,-0.0099,12.0103,0.11386,8.453,9.219,9.697,9.961,10.381,10.674,11.123,12.01,12.969,13.516,13.899,14.487,14.882,15.658,17.086
710,-0.0101,12.0168,0.11388,8.457,9.223,9.702,9.966,10.386,10.68,11.129,12.017,12.977,13.523,13.907,14.495,14.89,15.667,17.096
711,-0.0102,12.0234,0.11389,8.462,9.228,9.707,9.971,10.392,10.685,11.135,12.023,12.984,13.531,13.914,14.503,14.899,15.676,17.106
712,-0.0104,12.03,0.11391,8.466,9.233,9.712,9.976,10.397,10.691,11.141,12.03,12.991,13.538,13.922,14.512,14.908,15.686,17.117
713,-0.0106,12.0366,0.11393,8.47,9.238,9.717,9.982,10.403,10.697,11.147,12.037,12.998,13.546,13.93,14.52,14.917,15.695,17.127
714,-0.0108,12.0431,0.11395,8.474,9.242,9.722,9.987,10.408,10.702,11.153,12.043,13.006,13.554,13.938,14.529,14.925,15.705,17.138
715,-0.011,12.0497,0.11397,8.478,9.247,9.727,9.992,10.413,10.708,11.158,12.05,13.013,13.562,13.946,14.537,14.934,15.714,17.149
716,-0.0111,12.0563,0.11399,8.483,9.252,9.732,9.997,10.419,10.714,11.164,12.056,13.02,13.569,13.954,14.545,14.943,15.724,17.159
717,-0.0113,12.0629,0.11401,8.487,9.256,9.737,10.002,10.424,10.719,11.17,12.063,13.028,13.577,13.962,14.554,14.952,15.733,17.17
718,-0.0115,12.0694,0.11403,8.491,9.261,9.742,10.007,10.43,10.725,11.176,12.069,13.035,13.585,13.97,14.562,14.96,15.742,17.18
719,-0.0117,12.076,0.11404,8.495,9.266,9.747,10.013,10.435,10.731,11.182,12.076,13.042,13.592,13.978,14.571,14.969,15.751,17.191
720,-0.0118,12.0826,0.11406,8.5,9.271,9.752,10.018,10.441,10.736,11.188,12.083,13.049,13.6,13.986,14.579,14.978,15.761,17.201
721,-0.012,12.0891,0.11408,8.504,9.275,9.757,10.023,10.446,10.742,11.194,12.089,13.056,13.608,13.994,14.587,14.986,15.77,17.212
722,-0.0122,12.0957,0.1141,8.508,9.28,9.762,10.028,10.452,10.748,11.2,12.096,13.064,13.615,14.002,14.596,14.995,15.78,17.222
723,-0.0124,12.1023,0.11412,8.512,9.285,9.767,10.033,10.457,10.753,11.206,12.102,13.071,13.623,14.01,14.604,15.004,15.789,17.233
724,-0.0125,12.1088,0.11414,8.516,9.289,9.772,10.038,10.462,10.759,11.212,12.109,13.078,13.631,14.018,14.613,15.013,15.798,17.243
725,-0.0127,12.1154,0.11416,8.521,9.294,9.777,10.043,10.468,10.764,11.218,12.115,13.086,13.638,14.026,14.621,15.021,15.808,17.254
726,-0.0129,12.122,0.11418,8.525,9.299,9.782,10.049,10.473,10.77,11.224,12.122,13.093,13.646,14.034,14.63,15.03,15.817,17.265
727,-0.0131,12.1285,0.1142,8.529,9.303,9.787,10.054,10.479,10.776,11.23,12.129,13.1,13.654,14.042,14.638,15.039,15.827,17.275
728,-0.0132,12.1351,0.11421,8.533,9.308,9.792,10.059,10.484,10.781,11.236,12.135,13.107,13.661,14.05,14.646,15.048,15.836,17.285
729,-0.0134,12.1416,0.11423,8.538,9.313,9.797,10.064,10.49,10.787,11.242,12.142,13.115,13.669,14.058,14.655,15.056,15.845,17.296
730,-0.0136,12.1482,0.11425,8.542,9.317,9.802,10.069,10.495,10.793,11.248,12.148,13.122,13.677,14.066,14.663,15.065,15.854,17.307
731,-0.0137,12.1548,0.11427,8.546,9.322,9.807,10.075,10.501,10.798,11.254,12.155,13.129,13.684,14.074,14.672,15.074,15.864,17.317
732,-0.0139,12.1613,0.11429,8.55,9.327,9.812,10.08,10.506,10.804,11.26,12.161,13.136,13.692,14.082,14.68,15.083,15.873,17.328
733,-0.0141,12.1679,0.11431,8.554,9.331,9.817,10.085,10.511,10.81,11.265,12.168,13.144,13.7,14.09,14.689,15.091,15.883,17.338
734,-0.0143,12.1744,0.11433,8.558,9.336,9.822,10.09,10.517,10.815,11.271,12.174,13.151,13.707,14.098,14.697,15.1,15.892,17.349
735,-0.0144,12.181,0.11435,8.563,9.341,9.827,10.095,10.522,10.821,11.277,12.181,13.158,13.715,14.106,14.705,15.109,15.901,17.36
736,-0.0146,12.1875,0.11437,8.567,9.345,9.832,10.1,10.528,10.826,11.283,12.188,13.165,13.723,14.114,14.714,15.118,15.911,17.37
737,-0.0148,12.1941,0.11439,8.571,9.35,9.837,10.105,10.533,10.832,11.289,12.194,13.173,13.73,14.122,14.722,15.126,15.92,17.381
738,-0.015,12.2006,0.1144,8.575,9.355,9.842,10.111,10.539,10.838,11.295,12.201,13.18,13.738,14.129,14.731,15.135,15.929,17.391
739,-0.0151,12.2072,0.11442,8.58,9.359,9.847,10.116,10.544,10.843,11.301,12.207,13.187,13.746,14.137,14.739,15.144,15.939,17.402
740,-0.0153,12.2137,0.11444,8.584,9.364,9.852,10.121,10.549,10.849,11.307,12.214,13.194,13.753,14.145,14.747,15.152,15.948,17.412
741,-0.0155,12.2202,0.11446,8.588,9.369,9.857,10.126,10.555,10.854,11.313,12.22,13.202,13.761,14.153,14.756,15.161,15.957,17.423
742,-0.0156,12.2268,0.11448,8.592,9.373,9.862,10.131,10.56,10.86,11.319,12.227,13.209,13.769,14.161,14.764,15.17,15.967,17.433
743,-0.0158,12.2333,0.1145,8.596,9.378,9.867,10.136,10.565,10.866,11.325,12.233,13.216,13.776,14.169,14.773,15.178,15.976,17.444
744,-0.016,12.2398,0.11452,8.6,9.382,9.872,10.141,10.571,10.871,11.33,12.24,13.223,13.784,14.177,14.781,15.187,15.985,17.454
745,-0.0162,12.2464,0.11454,8.605,9.387,9.877,10.146,10.576,10.877,11.336,12.246,13.231,13.792,14.185,14.79,15.196,15.995,17.465
746,-0.0163,12.2529,0.11456,8.609,9.392,9.882,10.151,10.582,10.882,11.342,12.253,13.238,13.799,14.193,14.798,15.205,16.004,17.476
747,-0.0165,12.2594,0.11458,8.613,9.396,9.887,10.157,10.587,10.888,11.348,12.259,13.245,13.807,14.201,14.806,15.213,16.014,17.486
748,-0.0167,12.266,0.1146,8.617,9.401,9.892,10.162,10.592,10.894,11.354,12.266,13.252,13.815,14.209,14.815,15.222,16.023,17.497
749,-0.0168,12.2725,0.11462,8.621,9.406,9.896,10.167,10.598,10.899,11.36,12.273,13.26,13.822,14.217,14.823,15.231,16.032,17.507
750,-0.017,12.279,0.11464,8.625,9.41,9.901,10.172,10.603,10.905,11.366,12.279,13.267,13.83,14.225,14.832,15.24,16.042,17.518
751,-0.0172,12.2855,0.11465,8.63,9.415,9.906,10.177,10.609,10.91,11.372,12.286,13.274,13.837,14.233,14.84,15.248,16.051,17.528
752,-0.0174,12.292,0.11467,8.634,9.42,9.911,10.182,10.614,10.916,11.378,12.292,13.281,13.845,14.241,14.848,15.257,16.06,17.539
753,-0.0175,12.2986,0.11469,8.638,9.424,9.916,10.187,10.62,10.922,11.384,12.299,13.288,13.853,14.249,14.857,15.266,16.069,17.549
754,-0.0177,12.3051,0.11471,8.642,9.429,9.921,10.192,10.625,10.927,11.39,12.305,13.296,13.86,14.256,14.865,15.274,16.079,17.56
755,-0.0179,12.3116,0.11473,8.646,9.434,9.926,10.198,10.63,10.933,11.395,12.312,13.303,13.868,14.264,14.873,15.283,16.088,17.57
756,-0.018,12.3181,0.11475,8.65,9.438,9.931,10.203,10.636,10.938,11.401,12.318,13.31,13.876,14.272,14.882,15.292,16.097,17.581
757,-0.0182,12.3246,0.11477,8.654,9.443,9.936,10.208,10.641,10.944,11.407,12.325,13.317,13.883,14.28,14.89,15.3,16.107,17.591
758,-0.0184,12.3311,0.11479,8.659,9.447,9.941,10.213,10.646,10.949,11.413,12.331,13.324,13.891,14.288,14.899,15.309,16.116,17.602
759,-0.0185,12.3376,0.11481,8.663,9.452,9.946,10.218,10.652,10.955,11.419,12.338,13.332,13.898,14.296,14.907,15.318,16.125,17.613
760,-0.0187,12.3441,0.11483,8.667,9.457,9.951,10.223,10.657,10.96,11.425,12.344,13.339,13.906,14.304,14.915,15.327,16.135,17.623
761,-0.0189,12.3506,0.11485,8.671,9.461,9.956,10.228,10.662,10.966,11.431,12.351,13.346,13.914,14.312,14.924,15.335,16.144,17.634
762,-0.0191,12.3571,0.11487,8.675,9.466,9.961,10.233,10.668,10.972,11.436,12.357,13.353,13.921,14.32,14.932,15.344,16.154,17.644
763,-0.0192,12.3636,0.11489,8.679,9.47,9.965,10.238,10.673,10.977,11.442,12.364,13.361,13.929,14.328,14.941,15.353,16.163,17.655
764,-0.0194,12.3701,0.11491,8.683,9.475,9.97,10.243,10.678,10.983,11.448,12.37,13.368,13.937,14.336,14.949,15.361,16.172,17.665
765,-0.0196,12.3766,0.11493,8.687,9.48,9.975,10.248,10.684,10.988,11.454,12.377,13.375,13.944,14.344,14.957,15.37,16.182,17.676
766,-0.0197,12.383,0.11495,8.691,9.484,9.98,10.253,10.689,10.994,11.46,12.383,13.382,13.952,14.351,14.966,15.379,16.191,17.686
767,-0.0199,12.3895,0.11497,8.696,9.489,9.985,10.258,10.694,10.999,11.466,12.39,13.389,13.959,14.359,14.974,15.387,16.2,17.697
768,-0.0201,12.396,0.11498,8.7,9.493,9.99,10.264,10.7,11.005,11.472,12.396,13.396,13.967,14.367,14.982,15.396,16.209,17.707
769,-0.0202,12.4025,0.115,8.704,9.498,9.995,10.269,10.705,11.011,11.478,12.403,13.404,13.974,14.375,14.991,15.405,16.219,17.718
770,-0.0204,12.409,0.11502,8.708,9.503,10,10.274,10.711,11.016,11.483,12.409,13.411,13.982,14.383,14.999,15.413,16.228,17.728
771,-0.0206,12.4154,0.11504,8.712,9.507,10.005,10.279,10.716,11.022,11.489,12.415,13.418,13.99,14.391,15.007,15.422,16.237,17.739
772,-0.0207,12.4219,0.11506,8.716,9.512,10.01,10.284,10.721,11.027,11.495,12.422,13.425,13.997,14.399,15.016,15.431,16.246,17.749
773,-0.0209,12.4284,0.11508,8.72,9.516,10.014,10.289,10.727,11.033,11.501,12.428,13.432,14.005,14.407,15.024,15.439,16.256,17.76
774,-0.0211,12.4348,0.1151,8.725,9.521,10.019,10.294,10.732,11.038,11.507,12.435,13.439,14.012,14.415,15.032,15.448,16.265,17.77
775,-0.0212,12.4413,0.11512,8.729,9.525,10.024,10.299,10.737,11.044,11.513,12.441,13.447,14.02,14.422,15.041,15.457,16.274,17.781
776,-0.0214,12.4477,0.11514,8.733,9.53,10.029,10.304,10.743,11.049,11.518,12.448,13.454,14.028,14.43,15.049,15.465,16.284,17.791
777,-0.0216,12.4542,0.11516,8.737,9.535,10.034,10.309,10.748,11.055,11.524,12.454,13.461,14.035,14.438,15.057,15.474,16.293,17.802
778,-0.0217,12.4606,0.11518,8.741,9.539,10.039,10.314,10.753,11.06,11.53,12.461,13.468,14.043,14.446,15.066,15.483,16.302,17.812
779,-0.0219,12.4671,0.1152,8.745,9.544,10.044,10.319,10.759,11.066,11.536,12.467,13.475,14.05,14.454,15.074,15.491,16.312,17.823
780,-0.0221,12.4735,0.11522,8.749,9.548,10.048,10.324,10.764,11.071,11.542,12.474,13.482,14.058,14.462,15.082,15.5,16.321,17.833
781,-0.0222,12.48,0.11524,8.753,9.553,10.053,10.329,10.769,11.077,11.547,12.48,13.49,14.065,14.47,15.091,15.509,16.33,17.844
782,-0.0224,12.4864,0.11526,8.757,9.557,10.058,10.334,10.774,11.082,11.553,12.486,13.497,14.073,14.478,15.099,15.517,16.339,17.854
783,-0.0226,12.4929,0.11528,8.761,9.562,10.063,10.339,10.78,11.088,11.559,12.493,13.504,14.081,14.485,15.107,15.526,16.349,17.865
784,-0.0227,12.4993,0.1153,8.765,9.566,10.068,10.344,10.785,11.093,11.565,12.499,13.511,14.088,14.493,15.116,15.535,16.358,17.875
785,-0.0229,12.5057,0.11532,8.769,9.571,10.073,10.349,10.79,11.099,11.571,12.506,13.518,14.096,14.501,15.124,15.543,16.367,17.886
786,-0.0231,12.5121,0.11534,8.773,9.575,10.078,10.354,10.796,11.104,11.576,12.512,13.525,14.103,14.509,15.132,15.552,16.377,17.896
787,-0.0232,12.5186,0.11536,8.778,9.58,10.082,10.359,10.801,11.11,11.582,12.519,13.533,14.111,14.517,15.141,15.56,16.386,17.907
788,-0.0234,12.525,0.11538,8.782,9.585,10.087,10.364,10.806,11.115,11.588,12.525,13.54,14.118,14.525,15.149,15.569,16.395,17.917
789,-0.0236,12.5314,0.1154,8.786,9.589,10.092,10.369,10.811,11.121,11.594,12.531,13.547,14.126,14.532,15.157,15.578,16.404,17.928
790,-0.0237,12.5378,0.11542,8.79,9.594,10.097,10.374,10.817,11.126,11.6,12.538,13.554,14.133,14.54,15.166,15.586,16.414,17.938
791,-0.0239,12.5442,0.11544,8.794,9.598,10.102,10.379,10.822,11.132,11.605,12.544,13.561,14.141,14.548,15.174,15.595,16.423,17.949
792,-0.0241,12.5506,0.11545,8.798,9.603,10.107,10.384,10.827,11.137,11.611,12.551,13.568,14.148,14.556,15.182,15.603,16.432,17.959
793,-0.0242,12.557,0.11547,8.802,9.607,10.111,10.389,10.833,11.143,11.617,12.557,13.575,14.156,14.564,15.19,15.612,16.441,17.969
794,-0.0244,12.5634,0.11549,8.806,9.612,10.116,10.394,10.838,11.148,11.623,12.563,13.582,14.163,14.571,15.198,15.62,16.45,17.98
795,-0.0246,12.5698,0.11551,8.81,9.616,10.121,10.399,10.843,11.154,11.629,12.57,13.589,14.171,14.579,15.207,15.629,16.46,17.99
796,-0.0247,12.5762,0.11553,8.814,9.621,10.126,10.404,10.848,11.159,11.634,12.576,13.596,14.178,14.587,15.215,15.638,16.469,18.001
797,-0.0249,12.5826,0.11555,8.818,9.625,10.131,10.409,10.854,11.164,11.64,12.583,13.604,14.186,14.595,15.223,15.646,16.478,18.011
798,-0.025,12.589,0.11557,8.822,9.63,10.136,10.414,10.859,11.17,11.646,12.589,13.611,14.193,14.603,15.232,15.655,16.487,18.021
799,-0.0252,12.5954,0.11559,8.826,9.634,10.14,10.419,10.864,11.175,11.652,12.595,13.618,14.201,14.611,15.24,15.663,16.497,18.032
800,-0.0254,12.6018,0.11561,8.83,9.639,10.145,10.424,10.869,11.181,11.657,12.602,13.625,14.209,14.618,15.248,15.672,16.506,18.043
801,-0.0255,12.6082,0.11563,8.834,9.643,10.15,10.429,10.875,11.186,11.663,12.608,13.632,14.216,14.626,15.256,15.681,16.515,18.053
802,-0.0257,12.6145,0.11565,8.838,9.648,10.155,10.434,10.88,11.192,11.669,12.615,13.639,14.223,14.634,15.265,15.689,16.524,18.063
803,-0.0259,12.6209,0.11567,8.842,9.652,10.16,10.439,10.885,11.197,11.675,12.621,13.646,14.231,14.642,15.273,15.698,16.533,18.074
804,-0.026,12.6273,0.11569,8.846,9.657,10.164,10.444,10.89,11.203,11.68,12.627,13.653,14.239,14.65,15.281,15.706,16.543,18.084
805,-0.0262,12.6336,0.11571,8.85,9.661,10.169,10.449,10.896,11.208,11.686,12.634,13.66,14.246,14.657,15.289,15.715,16.552,18.095
806,-0.0264,12.64,0.11573,8.854,9.666,10.174,10.454,10.901,11.213,11.692,12.64,13.667,14.254,14.665,15.298,15.724,16.561,18.105
807,-0.0265,12.6464,0.11575,8.858,9.67,10.179,10.459,10.906,11.219,11.698,12.646,13.674,14.261,14.673,15.306,15.732,16.57,18.116
808,-0.0267,12.6527,0.11577,8.862,9.675,10.183,10.464,10.911,11.224,11.703,12.653,13.681,14.268,14.681,15.314,15.741,16.579,18.126
809,-0.0268,12.6591,0.11579,8.866,9.679,10.188,10.469,10.917,11.23,11.709,12.659,13.689,14.276,14.688,15.322,15.749,16.589,18.136
810,-0.027,12.6654,0.11581,8.87,9.684,10.193,10.474,10.922,11.235,11.715,12.665,13.696,14.283,14.696,15.331,15.758,16.598,18.147
811,-0.0272,12.6718,0.11583,8.874,9.688,10.198,10.479,10.927,11.241,11.72,12.672,13.703,14.291,14.704,15.339,15.766,16.607,18.157
